Name,Birthdate,Age,Score,Is_Passed,Category,Complex_Number
Charlie,2001-11-21,40,92.1,True,A,(1.186022458530212+9.074823931889409j)
David,2001-11-22,27,71.22,True,D,(1.5456406034537624+4.740626592922915j)
Eve,2001-11-23,49,53.97,False,A,(7.561881798394305+3.4291923278765246j)
Alice,2001-11-24,69,9.98,False,B,(7.449761856080113+9.731211244080006j)
Bob,2001-11-25,37,19.2,True,C,(7.3635851892864+6.429112228324824j)
Charlie,2001-11-26,47,42.77,False,B,(4.231562400927041+3.2873993242598645j)
David,2001-11-27,43,30.92,True,D,(7.555305903771084+8.200871409454855j)
Eve,2001-11-28,29,12.35,False,C,(4.4236651379372605+3.8179210099342606j)
Alice,2001-11-29,31,40.12,True,A,(6.165623923518768+6.371871891424965j)
Bob,2001-11-30,66,23.16,False,B,(5.500500317610986+1.1028968353714974j)
Charlie,2001-12-01,35,71.29,True,D,(5.10623994198694+4.108332051431735j)
David,2001-12-02,52,66.61,True,B,(2.1450950320322706+5.4501357711069405j)
Eve,2001-12-03,50,90.07,True,D,(5.391796500195801+6.9380905516012366j)
Alice,2001-12-04,56,23.63,False,C,(5.410797266999975+1.3633147489212123j)
Bob,2001-12-05,67,8.17,True,A,(4.38130304985364+5.707764328826276j)
Charlie,2001-12-06,40,38.94,True,D,(6.151152099567284+1.7978319947111543j)
David,2001-12-07,40,98.61,False,D,(9.551005977711915+4.5180915844701985j)
Eve,2001-12-08,23,24.5,False,A,(4.009722071240141+4.712105949353184j)
Alice,2001-12-09,58,26.03,True,A,(8.225316935825212+6.63032629275089j)
Bob,2001-12-10,30,78.4,False,B,(6.018212349076782+2.21474830709926j)
Charlie,2001-12-11,52,27.11,True,D,(4.584767139076936+9.577735239568977j)
David,2001-12-12,46,32.66,False,C,(1.1405700194914041+5.46231974915755j)
Eve,2001-12-13,23,82.15,False,D,(2.3179819599788223+5.055550933594683j)
Alice,2001-12-14,41,63.81,False,A,(7.242665731096658+7.492471091935992j)
Bob,2001-12-15,31,40.65,True,D,(9.21086966273215+8.028551052868583j)
Charlie,2001-12-16,21,67.94,True,D,(8.511847406040108+8.853727572398713j)
David,2001-12-17,21,54.32,False,D,(9.839475712651609+2.7647067013416087j)
Eve,2001-12-18,65,39.77,True,B,(9.720964023363658+1.412945089637269j)
Alice,2001-12-19,28,98.1,True,B,(7.996917977184117+7.762254081615934j)
Bob,2001-12-20,63,16.56,False,C,(2.435548046924305+8.632039529184308j)
Charlie,2001-12-21,44,71.35,False,C,(3.360924278984251+4.1934835873226906j)
David,2001-12-22,32,77.01,True,B,(9.230638624594658+7.887225367867957j)
Eve,2001-12-23,37,58.15,True,D,(6.0919298277006275+1.2754490623370938j)
Alice,2001-12-24,38,70.29,True,D,(3.891766403854078+3.5420586252153656j)
Bob,2001-12-25,55,27.69,True,A,(1.4437988700958835+1.9730284980984676j)
Charlie,2001-12-26,60,11.34,True,C,(2.3244175922333494+6.60396292459307j)
David,2001-12-27,69,64.9,False,B,(1.4751415301929685+7.460526589177449j)
Eve,2001-12-28,69,93.18,True,A,(8.602694365351205+2.4103320552869114j)
Alice,2001-12-29,25,80.04,False,D,(3.7004204223723893+8.112065501710324j)
Bob,2001-12-30,24,82.86,True,B,(9.828027096771578+9.346088783608856j)
Charlie,2001-12-31,26,47.41,False,D,(2.093354867109521+5.316475277989812j)
David,2002-01-01,24,49.27,True,C,(9.393450727901532+6.488998441659675j)
Eve,2002-01-02,43,19.46,True,B,(4.450218030816901+3.7181633384265775j)
Alice,2002-01-03,63,27.15,False,B,(7.041674645060643+4.377778782330884j)
Bob,2002-01-04,29,32.38,False,D,(5.560930205538096+6.772174130255392j)
Charlie,2002-01-05,64,3.95,True,A,(9.073501204821325+1.2635605861631931j)
David,2002-01-06,51,12.65,True,B,(1.441292347065811+6.667344064410569j)
Eve,2002-01-07,52,52.98,True,B,(4.48731898348245+1.5124478578946459j)
Alice,2002-01-08,24,84.66,True,B,(1.157098539498808+8.81680099891731j)
Bob,2002-01-09,39,95.43,False,C,(5.3966803220156025+3.4585969387007585j)
Charlie,2002-01-10,69,46.15,False,D,(8.64539285401987+9.973648639276844j)
David,2002-01-11,18,99.19,False,A,(3.123446136723116+7.318595757508021j)
Eve,2002-01-12,40,75.92,False,D,(8.258159582225499+7.049187289750599j)
Alice,2002-01-13,34,97.52,False,B,(1.444013496331924+6.612557144750588j)
Bob,2002-01-14,42,79.93,False,A,(9.944482325351473+6.353196845997292j)
Charlie,2002-01-15,58,68.66,True,D,(9.283848874932838+5.769267756215827j)
David,2002-01-16,62,3.89,False,C,(6.725605277439245+9.91099342513822j)
Eve,2002-01-17,65,64.38,True,D,(3.8734429022228656+2.7544959000516425j)
Alice,2002-01-18,44,64.09,False,B,(4.72001154954902+2.118239240092183j)
Bob,2002-01-19,41,79.38,False,B,(8.196558730336204+6.731299302739073j)
Charlie,2002-01-20,25,23.85,False,D,(2.3056444774934954+4.156235638614922j)
David,2002-01-21,51,45.6,False,C,(8.362742204705487+3.7934466926294466j)
Eve,2002-01-22,19,45.19,False,B,(7.847397840759589+5.971139455174451j)
Alice,2002-01-23,65,76.72,True,A,(3.019921388298881+5.130012860683476j)
Bob,2002-01-24,25,24.3,False,A,(8.139239369982171+2.2929828908104053j)
Charlie,2002-01-25,59,88.09,False,A,(5.673998111480661+3.2410389925906653j)
David,2002-01-26,57,61.21,False,A,(2.402619573402057+6.843584819300643j)
Eve,2002-01-27,60,29.78,True,C,(5.360442663707996+7.6304440595349385j)
Alice,2002-01-28,39,87.52,False,A,(9.718828388213156+6.178047963557219j)
Bob,2002-01-29,66,85.44,True,C,(4.018081433701859+5.64461887762929j)
Charlie,2002-01-30,44,17.74,False,D,(2.522131843884715+1.5789272893882786j)
David,2002-01-31,49,76.41,True,D,(8.172036910600461+8.437199560405439j)
Eve,2002-02-01,19,95.49,False,D,(4.430089341167076+2.9861125359342435j)
Alice,2002-02-02,57,18.07,True,B,(7.548400204032508+5.114930577571189j)
Bob,2002-02-03,56,63.16,False,B,(6.769557821957348+6.31058527930744j)
Charlie,2002-02-04,38,34.0,False,D,(7.03895543300865+9.844907331203267j)
David,2002-02-05,18,86.17,True,B,(1.5761291737339198+8.220730941279406j)
Eve,2002-02-06,32,53.13,True,D,(4.25414346328132+3.9024963222585707j)
Alice,2002-02-07,65,48.22,False,C,(7.332746887802432+3.9202564286986448j)
Bob,2002-02-08,48,74.98,False,D,(3.4451032533600574+6.171916274591064j)
Charlie,2002-02-09,50,82.51,False,B,(6.7920297373748815+6.381159538155841j)
David,2002-02-10,45,72.25,False,D,(9.371857372388556+4.544902677989684j)
Eve,2002-02-11,55,39.04,True,B,(8.542199457976922+6.534626343112656j)
Alice,2002-02-12,66,49.53,False,D,(5.3788139771620465+9.081143786167258j)
Bob,2002-02-13,33,23.03,True,D,(7.050446051337763+7.950052854393503j)
Charlie,2002-02-14,58,91.7,False,A,(6.858136712377666+2.879653389645839j)
David,2002-02-15,48,14.94,True,B,(3.9247897084431904+4.022141232464874j)
Eve,2002-02-16,20,73.61,True,C,(3.990642492915689+9.272842021107758j)
Alice,2002-02-17,54,9.96,True,A,(7.669357756024202+4.490948900334167j)
Bob,2002-02-18,34,52.54,False,B,(4.6982068171777955+2.2816087189464347j)
Charlie,2002-02-19,69,66.34,True,C,(6.4600844895363565+8.197960380952104j)
David,2002-02-20,26,28.19,False,C,(3.416474395529421+9.864050281573524j)
Eve,2002-02-21,67,34.19,False,C,(3.5144998717772586+3.191982016061896j)
Alice,2002-02-22,24,99.96,True,C,(7.399887900304799+6.389584135997213j)
Bob,2002-02-23,40,2.96,False,C,(8.869471465660451+6.640684846793175j)
Charlie,2002-02-24,53,5.92,False,D,(6.1458618939897285+6.689709478014955j)
David,2002-02-25,63,41.78,False,C,(1.3664466955707835+6.971021702371185j)
Eve,2002-02-26,26,86.97,True,A,(1.9332870160133004+6.697750806168563j)
Alice,2002-02-27,46,2.49,False,B,(3.5209663681074588+4.750090570488481j)
Bob,2002-02-28,63,59.34,True,A,(9.581214317592064+1.1268014987554182j)
Charlie,2002-03-01,41,23.87,True,D,(5.309667016807233+7.386067998464378j)
David,2002-03-02,63,23.82,True,C,(4.881146040879502+6.435054235982573j)
Eve,2002-03-03,45,87.56,True,B,(9.977796833794825+7.248456704134054j)
Alice,2002-03-04,58,65.41,True,A,(3.8787092384109494+2.1455491790448606j)
Bob,2002-03-05,38,51.1,True,D,(1.5785148325342797+3.7166876639335844j)
Charlie,2002-03-06,35,76.42,False,D,(6.43010765077523+9.642630934248254j)
David,2002-03-07,63,12.86,False,A,(9.195091793358925+7.555634389752118j)
Eve,2002-03-08,61,85.49,False,B,(3.400605909759497+1.7105718279914042j)
Alice,2002-03-09,35,72.8,False,B,(3.057634012523592+5.653158787257419j)
Bob,2002-03-10,43,78.35,True,D,(4.903917268024058+3.675188256406894j)
Charlie,2002-03-11,20,23.03,False,B,(1.2360396838849925+6.7661711800368j)
David,2002-03-12,55,94.78,True,D,(5.106674633089218+8.109263286325834j)
Eve,2002-03-13,63,18.4,True,B,(8.688689666559064+6.5541146468482525j)
Alice,2002-03-14,53,6.5,True,D,(3.2759109294014905+2.3416561101086772j)
Bob,2002-03-15,68,67.12,True,D,(3.0597706408163656+2.321003284792447j)
Charlie,2002-03-16,66,10.4,False,D,(9.292369939401743+4.467528258424803j)
David,2002-03-17,22,11.84,True,B,(9.282580682886458+4.969723770384443j)
Eve,2002-03-18,55,10.38,False,B,(9.076407212208098+6.090860249921728j)
Alice,2002-03-19,66,89.29,True,A,(6.208496691335508+2.975301203414496j)
Bob,2002-03-20,57,4.39,True,D,(7.8704614382529465+4.396160865262452j)
Charlie,2002-03-21,37,83.39,True,A,(7.06248228468663+5.618529872840713j)
David,2002-03-22,68,64.03,False,D,(3.0628341023523715+8.45660533920086j)
Eve,2002-03-23,55,66.3,False,B,(5.045941455678639+7.771453958195831j)
Alice,2002-03-24,50,15.19,False,B,(8.869074200952994+6.378522520471288j)
Bob,2002-03-25,34,67.12,True,B,(9.183701902157454+3.4733974921168276j)
Charlie,2002-03-26,39,47.22,False,D,(3.7507658960478443+4.5041537733261965j)
David,2002-03-27,20,87.33,False,C,(5.549041512252955+4.929981512111679j)
Eve,2002-03-28,68,92.2,True,D,(5.9250764196908685+4.708493224416079j)
Alice,2002-03-29,29,71.32,True,A,(3.8461067187252294+9.589882381554167j)
Bob,2002-03-30,32,65.38,True,B,(1.0409124244579298+2.1497159367139234j)
Charlie,2002-03-31,32,30.66,False,B,(6.0278891060639825+9.886862586614273j)
David,2002-04-01,38,25.01,False,A,(6.889402778015976+5.30028332799972j)
Eve,2002-04-02,30,89.72,True,B,(7.396764178042546+5.998150946016411j)
Alice,2002-04-03,27,47.27,True,B,(8.833941785569035+6.612391697115225j)
Bob,2002-04-04,58,94.11,True,D,(1.9516206931675457+7.7129394458684475j)
Charlie,2002-04-05,63,76.43,False,D,(7.690590384894193+9.72046902565227j)
David,2002-04-06,54,91.39,False,C,(5.239855483323824+7.457527569008705j)
Eve,2002-04-07,56,48.23,False,C,(6.758239195263078+7.597613039480659j)
Alice,2002-04-08,35,81.5,False,B,(4.236505673410403+3.652472125816101j)
Bob,2002-04-09,38,17.04,True,C,(8.887411781484891+6.041069030085007j)
Charlie,2002-04-10,20,76.35,False,B,(2.6662932610193977+3.141583995074658j)
David,2002-04-11,26,38.23,False,D,(2.0476229733626536+6.655027990540472j)
Eve,2002-04-12,60,0.88,True,A,(8.413560156058159+7.2174861532996974j)
Alice,2002-04-13,58,61.44,False,B,(6.013923879899103+3.5918308672873014j)
Bob,2002-04-14,26,79.0,True,B,(8.626650836330422+9.629101259540239j)
Charlie,2002-04-15,44,35.82,False,D,(7.109368238782179+9.558022419774248j)
David,2002-04-16,49,59.92,True,B,(6.474592829041478+1.9190718615786642j)
Eve,2002-04-17,65,93.11,False,B,(2.640144803516736+7.713714671098753j)
Alice,2002-04-18,43,8.21,False,C,(3.6241296464663937+8.421925305135865j)
Bob,2002-04-19,25,59.86,True,B,(4.688100108482855+4.673282564207373j)
Charlie,2002-04-20,57,34.68,True,C,(2.6889933361564577+4.731292602600568j)
David,2002-04-21,65,34.31,False,D,(9.630009447681546+6.463774471395625j)
Eve,2002-04-22,54,94.55,False,A,(5.728776147998278+1.733506689392566j)
Alice,2002-04-23,18,66.86,False,B,(1.617083845426512+6.995576322271269j)
Bob,2002-04-24,34,48.25,True,C,(1.7852422504106802+4.334178826132682j)
Charlie,2002-04-25,61,81.99,True,B,(1.963041556639748+3.2190645115468404j)
David,2002-04-26,54,5.7,True,D,(8.654414521715903+1.8788248413350188j)
Eve,2002-04-27,52,56.08,True,C,(7.64313785250015+8.593005005048502j)
Alice,2002-04-28,48,1.02,True,C,(9.93342183512969+1.6409771560073572j)
Bob,2002-04-29,50,58.84,True,B,(1.475732061723513+3.579731811348617j)
Charlie,2002-04-30,60,50.22,True,C,(7.143057733776222+8.42900759897423j)
David,2002-05-01,27,70.22,False,D,(8.11184797674921+3.862365213844245j)
Eve,2002-05-02,69,82.31,True,B,(4.095160799522235+4.609300120797622j)
Alice,2002-05-03,24,70.82,True,B,(2.89350942218942+6.005530305613548j)
Bob,2002-05-04,65,42.9,True,D,(4.2133902701856645+9.295932615511639j)
Charlie,2002-05-05,32,26.51,False,C,(6.86830905295008+1.9553015718234397j)
David,2002-05-06,21,84.22,False,B,(9.477899032152374+2.9540810126212715j)
Eve,2002-05-07,34,27.18,True,B,(2.602194922333038+4.7250688355145005j)
Alice,2002-05-08,25,63.79,True,B,(2.195706554330277+6.079766771297896j)
Bob,2002-05-09,42,51.35,False,A,(7.65514953163999+7.695533617164781j)
Charlie,2002-05-10,61,91.73,False,C,(3.4296228027717572+4.469381232002352j)
David,2002-05-11,65,13.29,False,A,(2.7302263724467224+7.918703238747846j)
Eve,2002-05-12,46,26.59,True,C,(4.789815506301277+5.580203203210654j)
Alice,2002-05-13,67,66.59,True,C,(6.942362898030953+3.653392365540994j)
Bob,2002-05-14,67,84.94,True,A,(4.809529568833026+1.7245616670749238j)
Charlie,2002-05-15,59,36.04,True,C,(3.858551907759506+7.550812329646714j)
David,2002-05-16,19,74.32,False,C,(7.181296879595989+5.433115864777551j)
Eve,2002-05-17,46,61.27,True,C,(4.740678747532012+8.198745926208622j)
Alice,2002-05-18,60,9.7,True,B,(2.1855281785983793+8.650497969770633j)
Bob,2002-05-19,50,51.62,False,B,(3.3739523615915648+6.598002658448731j)
Charlie,2002-05-20,37,10.77,False,C,(1.5609263177705053+4.386006799126296j)
David,2002-05-21,66,82.31,True,B,(7.781743166085076+1.2606511936669322j)
Eve,2002-05-22,53,96.39,False,A,(4.295532179890911+8.453248577000283j)
Alice,2002-05-23,41,94.5,True,A,(7.854413247399684+6.914796321366596j)
Bob,2002-05-24,40,3.04,True,C,(8.728085669029763+3.018993864851708j)
Charlie,2002-05-25,59,98.26,False,A,(2.4366841966220045+8.637548131465888j)
David,2002-05-26,55,37.63,False,A,(3.452405257389264+1.7014158277981069j)
Eve,2002-05-27,34,69.54,False,A,(1.0895376400611367+9.681538018829528j)
Alice,2002-05-28,39,42.6,False,C,(3.1106146652277022+3.9292900128238886j)
Bob,2002-05-29,58,50.84,True,B,(3.3170562124317775+1.7372109998634486j)
Charlie,2002-05-30,28,67.78,False,A,(5.4362422664924885+8.076192515243353j)
David,2002-05-31,43,46.37,True,A,(8.82389817007141+1.148178352785127j)
Eve,2002-06-01,66,73.77,True,C,(6.387207260543093+2.762162579658869j)
Alice,2002-06-02,48,6.13,True,C,(5.617028626155644+7.3823560372418395j)
Bob,2002-06-03,58,67.94,False,D,(4.6798591627868085+2.320452994322823j)
Charlie,2002-06-04,26,75.52,True,C,(5.965644453726082+4.526690474956456j)
David,2002-06-05,45,8.76,False,A,(7.721708888727573+6.72639818733208j)
Eve,2002-06-06,48,99.77,True,C,(9.19705736895861+4.771195521912475j)
Alice,2002-06-07,48,78.64,True,B,(9.085450927298666+4.1744052397074976j)
Bob,2002-06-08,34,91.85,True,C,(2.5295805002214937+1.0451430194534783j)
Charlie,2002-06-09,49,66.5,False,B,(2.3274276478108877+6.207806742547151j)
David,2002-06-10,51,95.0,False,C,(2.2888799094870085+9.383944889954561j)
Eve,2002-06-11,20,42.7,False,C,(1.9698028597850463+2.8766021452036004j)
Alice,2002-06-12,61,13.4,True,A,(6.491914093618048+3.057587619351591j)
Bob,2002-06-13,38,79.19,False,B,(2.6787254100441693+4.55455920870077j)
Charlie,2002-06-14,51,21.32,False,D,(3.272163412116896+4.613247847319249j)
David,2002-06-15,50,18.12,True,D,(9.24603040054144+5.269513965287465j)
Eve,2002-06-16,32,34.39,True,A,(7.522840828985798+5.91541433971138j)
Alice,2002-06-17,41,88.53,True,D,(7.395968657215646+8.028700726065884j)
Bob,2002-06-18,52,95.34,True,B,(8.234003716579995+4.7465752881956735j)
Charlie,2002-06-19,26,62.5,True,D,(3.745555838624378+6.32447606117988j)
David,2002-06-20,38,44.54,False,A,(7.775614430405054+4.975118390206344j)
Eve,2002-06-21,41,85.63,False,A,(7.199718672522081+2.3867476284973668j)
Alice,2002-06-22,60,70.66,True,A,(7.191288347315329+7.7324966429288455j)
Bob,2002-06-23,28,95.64,False,B,(6.066278700823379+4.083277927260207j)
Charlie,2002-06-24,26,24.77,False,B,(8.790726418307592+7.8794405881068705j)
David,2002-06-25,40,28.47,False,B,(3.124733667837891+4.498909710630559j)
Eve,2002-06-26,39,46.9,True,B,(6.991374975588226+1.8345547165448135j)
Alice,2002-06-27,43,6.14,True,C,(1.233781721859025+6.302532851018823j)
Bob,2002-06-28,59,43.64,False,D,(6.312947137643146+1.5609241307942412j)
Charlie,2002-06-29,66,91.67,True,C,(2.8820413696354357+5.519296341429733j)
David,2002-06-30,40,56.2,True,D,(6.8430052989350845+9.678339432947281j)
Eve,2002-07-01,55,89.49,False,D,(2.0246610498489748+5.356393235906912j)
Alice,2002-07-02,27,48.33,False,A,(3.2569063062156847+1.3159324791056541j)
Bob,2002-07-03,55,96.31,False,C,(7.862439926059654+3.5419802261445676j)
Charlie,2002-07-04,58,54.06,True,B,(4.30911580441925+8.682629212080892j)
David,2002-07-05,33,85.57,True,B,(9.705559496006522+9.754052360850013j)
Eve,2002-07-06,22,0.71,True,C,(5.684807091020762+3.1129417329728843j)
Alice,2002-07-07,35,29.46,True,A,(4.74850584898569+2.1032862693762535j)
Bob,2002-07-08,62,98.97,True,B,(3.5198229266300705+6.312168258895668j)
Charlie,2002-07-09,52,1.95,True,D,(8.15525840143787+3.2125429636165475j)
David,2002-07-10,44,51.26,False,C,(3.260869724633093+8.68617393070072j)
Eve,2002-07-11,49,77.13,False,B,(9.002286123778719+6.187022024770424j)
Alice,2002-07-12,26,97.51,False,C,(8.535596782580988+6.701578668158312j)
Bob,2002-07-13,46,48.59,False,D,(7.44540151205693+3.721455454988759j)
Charlie,2002-07-14,67,80.83,False,A,(5.607105817953988+1.6878774063482707j)
David,2002-07-15,57,94.88,True,B,(8.990782845936724+5.3477204733918144j)
Eve,2002-07-16,20,34.0,True,D,(5.325612028506098+3.1240102805187853j)
Alice,2002-07-17,64,7.98,False,C,(8.57321225267976+4.8237875056253445j)
Bob,2002-07-18,67,56.97,True,D,(3.409949426350141+5.831427087797786j)
Charlie,2002-07-19,27,6.59,True,C,(1.1179078439026404+6.815506495033625j)
David,2002-07-20,62,17.24,True,C,(6.393782009380433+5.025651283964371j)
Eve,2002-07-21,43,13.19,True,A,(2.435460263095289+7.667118127690309j)
Alice,2002-07-22,53,15.67,True,D,(3.6454280539636885+5.757189739968425j)
Bob,2002-07-23,61,49.89,True,C,(1.6637518859415539+9.329881735125484j)
Charlie,2002-07-24,49,17.24,False,A,(3.6075445881367187+6.341358709325922j)
David,2002-07-25,61,54.48,False,A,(8.079885985100105+2.3200897664881763j)
Eve,2002-07-26,48,12.56,True,D,(8.29798802125764+2.324180362253527j)
Alice,2002-07-27,61,41.07,True,C,(9.752481592381374+7.297378475852611j)
Bob,2002-07-28,21,54.75,False,B,(9.860194784883205+6.712063843574005j)
Charlie,2002-07-29,23,26.41,True,C,(7.054444712197999+2.0190610410124408j)
David,2002-07-30,19,26.73,True,D,(2.091804673025473+6.669843436450181j)
Eve,2002-07-31,59,69.88,False,A,(6.02387576340628+7.326182029941654j)
Alice,2002-08-01,21,65.24,True,A,(2.501097267920652+2.719182108538892j)
Bob,2002-08-02,26,50.78,False,D,(9.3158869719304+7.952845019283477j)
Charlie,2002-08-03,58,81.35,True,C,(5.109601359574445+4.222551036629267j)
David,2002-08-04,27,24.17,True,A,(8.000159343476085+7.688032509904876j)
Eve,2002-08-05,66,62.03,True,D,(1.2508048621369254+2.7906765630319614j)
Alice,2002-08-06,35,61.12,False,A,(2.7821576422659517+3.698665128154203j)
Bob,2002-08-07,67,41.3,True,D,(7.098495487293525+1.6137103595965723j)
Charlie,2002-08-08,68,1.17,True,C,(1.8540833952429074+2.7989072633328975j)
David,2002-08-09,55,86.76,True,D,(5.326795861256276+7.676766018889533j)
Eve,2002-08-10,68,54.56,False,C,(7.532382866657345+6.645345553838019j)
Alice,2002-08-11,65,96.73,True,B,(9.99645718957789+7.520307087746926j)
Bob,2002-08-12,52,8.23,True,D,(6.204007443740746+9.68514446173151j)
Charlie,2002-08-13,36,27.24,False,D,(5.9952567318827645+5.250947059041023j)
David,2002-08-14,22,46.52,True,B,(8.581381225963842+3.3293370361219763j)
Eve,2002-08-15,20,77.05,True,B,(9.192792137006423+1.532115608951416j)
Alice,2002-08-16,38,32.44,True,D,(5.63287110458578+8.425237897727117j)
Bob,2002-08-17,67,78.26,False,A,(2.4729395851643776+9.865703950504509j)
Charlie,2002-08-18,58,72.28,False,A,(8.519666171127543+2.338417365644046j)
David,2002-08-19,57,40.76,False,B,(2.2335183118178965+1.2333587772394432j)
Eve,2002-08-20,44,87.05,True,A,(4.2339279675040995+4.449352295676612j)
Alice,2002-08-21,27,77.92,False,B,(8.036382028964486+4.974633600928858j)
Bob,2002-08-22,38,5.88,False,B,(3.943250299166537+8.993549713084775j)
Charlie,2002-08-23,51,77.58,True,C,(2.0079253832704307+5.262813381673336j)
David,2002-08-24,23,70.26,True,B,(5.06596145413943+6.226621334114748j)
Eve,2002-08-25,49,42.75,False,A,(8.332135699405946+4.137113011547829j)
Alice,2002-08-26,54,56.19,True,D,(7.523224129921792+9.993189748645692j)
Bob,2002-08-27,18,11.61,False,B,(9.579434526416055+9.34941056245639j)
Charlie,2002-08-28,24,68.05,True,B,(4.139214078504736+6.239601026852719j)
David,2002-08-29,25,26.17,True,A,(1.4600145267141416+7.404054169975767j)
Eve,2002-08-30,28,8.5,False,A,(4.162532231960432+3.6994253091622915j)
Alice,2002-08-31,50,75.78,False,D,(5.996975481678708+6.0480728075027645j)
Bob,2002-09-01,55,28.58,True,B,(8.445605338081837+7.044492934218578j)
Charlie,2002-09-02,56,43.8,False,D,(8.429257167897752+4.600214354752901j)
David,2002-09-03,45,33.08,True,C,(1.1871842382675282+4.10967903031753j)
Eve,2002-09-04,56,60.59,False,D,(3.144328916140346+2.2706551762924136j)
Alice,2002-09-05,31,76.7,False,D,(8.905997418206006+7.843172529861282j)
Bob,2002-09-06,34,11.8,True,B,(1.4692177230126107+4.5674748743287035j)
Charlie,2002-09-07,24,76.78,True,B,(9.684766344637945+8.891983004458769j)
David,2002-09-08,24,85.01,False,A,(9.525552225897059+5.493406392559001j)
Eve,2002-09-09,51,58.99,True,B,(3.817745665642161+9.750848053324429j)
Alice,2002-09-10,56,2.29,False,C,(3.493874871256967+4.627337417308414j)
Bob,2002-09-11,50,0.09,True,B,(2.7767170268389747+4.973093467973656j)
Charlie,2002-09-12,66,96.03,True,D,(6.850576936318296+6.126556377418095j)
David,2002-09-13,66,21.96,True,A,(4.551177675792189+6.169201322392656j)
Eve,2002-09-14,56,72.92,False,B,(3.458531797751765+3.1093750684639145j)
Alice,2002-09-15,68,16.43,True,C,(4.6155815267790805+4.83188210524413j)
Bob,2002-09-16,64,44.16,False,A,(6.364506485584876+6.469165860451073j)
Charlie,2002-09-17,47,34.22,True,A,(8.778369682604755+8.79996780958759j)
David,2002-09-18,63,75.86,True,C,(1.3523537506661059+3.9989016037184353j)
Eve,2002-09-19,66,11.61,True,D,(6.4084941942875036+3.706478075802033j)
Alice,2002-09-20,47,28.94,False,D,(1.3996559969538946+7.011714894226787j)
Bob,2002-09-21,62,7.02,True,B,(4.3361850271284865+7.5225708792242445j)
Charlie,2002-09-22,36,72.92,False,C,(4.6386657034703225+8.60521421297027j)
David,2002-09-23,33,78.35,True,C,(4.7419261762209315+5.940342221057818j)
Eve,2002-09-24,35,75.9,False,C,(5.23835766676537+1.752971770804281j)
Alice,2002-09-25,56,15.52,True,B,(2.3842836504635874+6.053472965899189j)
Bob,2002-09-26,43,13.49,True,C,(2.916835723016434+4.158742826955507j)
Charlie,2002-09-27,42,25.97,True,C,(6.47449625767234+1.5807980956624164j)
David,2002-09-28,50,79.35,False,C,(4.561086399325011+1.513903238458125j)
Eve,2002-09-29,43,62.69,False,B,(1.192945904653599+4.13200098094854j)
Alice,2002-09-30,60,71.38,True,A,(2.781955122860638+8.234980363307375j)
Bob,2002-10-01,69,28.28,False,B,(3.4510094103648092+8.477692045820383j)
Charlie,2002-10-02,32,59.5,False,C,(4.578294797237873+4.359653798727196j)
David,2002-10-03,26,86.9,False,A,(2.6349151492324068+2.1909073464724793j)
Eve,2002-10-04,64,74.81,True,D,(7.082444801099979+9.725033270644623j)
Alice,2002-10-05,24,25.45,True,B,(8.110508425457677+3.815336150023472j)
Bob,2002-10-06,33,8.55,False,C,(3.597668793172098+5.290974992226017j)
Charlie,2002-10-07,47,63.4,False,C,(5.527843062208468+3.098901700448966j)
David,2002-10-08,41,49.62,False,A,(5.1786845558774885+6.194939506548734j)
Eve,2002-10-09,32,17.6,True,B,(7.44099639290599+7.801618186766741j)
Alice,2002-10-10,48,49.32,False,A,(2.6047837939251925+5.382315787589793j)
Bob,2002-10-11,52,50.82,False,B,(8.508990139883824+4.8011294563694715j)
Charlie,2002-10-12,54,30.23,False,D,(2.5714584464746397+9.51423846303179j)
David,2002-10-13,30,5.06,False,D,(8.8092508131957+1.203835506235332j)
Eve,2002-10-14,69,90.96,True,D,(7.899197856833878+7.3028337390180145j)
Alice,2002-10-15,24,63.38,False,A,(7.3712584740350575+6.008531049585351j)
Bob,2002-10-16,57,24.27,True,C,(8.50024406428661+4.643245859666177j)
Charlie,2002-10-17,58,36.9,False,D,(5.686460342109369+9.408138464429378j)
David,2002-10-18,55,89.73,True,A,(2.4544417609565965+5.481484194921922j)
Eve,2002-10-19,36,78.14,False,B,(2.1252706969785358+9.413791437642017j)
Alice,2002-10-20,22,57.9,True,A,(8.829257254867187+2.7043616121841767j)
Bob,2002-10-21,55,4.07,False,D,(6.332169563628249+2.1994159600786434j)
Charlie,2002-10-22,27,53.14,False,D,(9.830945289324017+8.307408498969906j)
David,2002-10-23,29,93.76,False,D,(9.409081460897276+1.0199831220623086j)
Eve,2002-10-24,51,1.8,False,B,(9.426506504153808+7.871086247800152j)
Alice,2002-10-25,65,68.87,False,A,(9.906944750479383+3.7312173452473405j)
Bob,2002-10-26,52,58.04,True,C,(8.922194126441958+6.568162993637389j)
Charlie,2002-10-27,37,6.58,True,A,(8.664521284608153+5.831469743355976j)
David,2002-10-28,43,85.25,False,D,(8.531782713806795+7.55573562123447j)
Eve,2002-10-29,31,99.13,False,A,(7.800053645490253+4.446803879701229j)
Alice,2002-10-30,29,82.5,True,D,(5.715740504365629+7.975372130268837j)
Bob,2002-10-31,24,93.77,False,C,(4.466410182439063+9.418843077663148j)
Charlie,2002-11-01,51,25.68,True,A,(1.883432605922422+7.28162752994181j)
